txId,timestep,community,pcid,label
100083710.0,21,47,342,0
101504205.0,21,48,225,0
99237442.0,21,16,332,0
100083813.0,21,16,332,0
98975011.0,21,26,23,0
99285078.0,21,26,23,0
99190624.0,21,49,275,1
99180842.0,21,50,343,1
100078679.0,21,51,344,0
99226573.0,21,113,82,0
113852709.0,21,52,66,0
106741877.0,21,16,332,0
99676831.0,21,11,6,0
100418240.0,21,53,42,0
106359272.0,21,7,329,0
100004528.0,21,46,341,0
114011098.0,21,54,345,0
99140593.0,21,0,28,0
99910230.0,21,0,28,0
99226533.0,21,113,82,0
99989733.0,21,113,82,0
99964190.0,21,12,92,0
33374616.0,21,12,92,0
4794162.0,21,7,329,0
725171.0,21,18,11,0
98978968.0,21,113,82,0
98978965.0,21,113,82,0
5272048.0,21,7,329,0
99923686.0,21,7,329,0
99191171.0,21,17,55,0
98961172.0,21,26,23,0
99255567.0,21,26,23,0
98978196.0,21,56,161,0
20913425.0,21,56,161,0
99153102.0,21,18,11,0
4392723.0,21,7,329,0
115144093.0,21,57,346,0
99245145.0,21,86,20,0
99317799.0,21,86,20,0
113972920.0,21,7,329,0
98902367.0,21,7,329,0
99676600.0,21,11,6,0
101070087.0,21,58,142,0
107731468.0,21,7,329,0
86328083.0,21,16,332,0
107907216.0,21,59,174,0
105703992.0,21,60,347,0
114010793.0,21,61,110,0
113996039.0,21,18,11,0
99689278.0,21,62,348,0
99923773.0,21,16,332,0
95621818.0,21,18,11,0
100043944.0,21,18,11,0
99910395.0,21,63,278,1
99677493.0,21,11,6,0
114776076.0,21,16,332,0
99637240.0,21,64,221,0
98902368.0,21,7,329,0
98902556.0,21,34,212,0
27210692.0,21,7,329,0
113573569.0,21,7,329,0
114050367.0,21,65,349,0
99854427.0,21,7,329,0
99676511.0,21,11,6,0
114010654.0,21,66,350,0
99636003.0,21,67,49,0
99915535.0,21,30,21,0
11541151.0,21,18,11,0
115272968.0,21,18,11,0
98979346.0,21,16,332,0
99182155.0,21,16,332,1
99989730.0,21,68,182,0
115075512.0,21,69,50,1
113852691.0,21,70,74,0
98961024.0,21,71,111,1
99916135.0,21,41,137,0
99910401.0,21,72,319,1
113572369.0,21,73,121,0
99676507.0,21,11,6,0
100075519.0,21,1,327,0
114011114.0,21,74,292,0
113995905.0,21,18,11,0
99481387.0,21,75,263,0
99201139.0,21,113,82,1
99240368.0,21,0,28,0
99208671.0,21,76,93,1
98902517.0,21,34,212,0
98902513.0,21,34,212,0
113678184.0,21,77,351,0
99280643.0,21,78,352,0
99912228.0,21,86,20,0
99285423.0,21,11,6,0
99644719.0,21,80,325,0
99190640.0,21,81,315,1
100075816.0,21,1,327,0
22987514.0,21,7,329,0
100966048.0,21,7,329,0
99632683.0,21,82,353,0
99153126.0,21,86,20,0
115059310.0,21,86,20,0
100152962.0,21,16,332,0
98974964.0,21,83,354,0
54744267.0,21,79,330,0
98999389.0,21,0,28,0
99842856.0,21,0,28,0
102591599.0,21,16,332,0
1455042.0,21,7,329,0
100093355.0,21,85,138,0
100074898.0,21,1,327,0
98975487.0,21,86,20,0
99245152.0,21,86,20,0
99191231.0,21,82,353,0
99811325.0,21,82,353,0
99258542.0,21,87,18,1
99636452.0,21,87,18,1
98961021.0,21,88,290,1
99841109.0,21,89,156,0
99190591.0,21,12,92,0
99812663.0,21,12,92,0
100036942.0,21,90,355,1
99484353.0,21,73,121,0
99509098.0,21,7,329,0
100138746.0,21,7,329,0
113842169.0,21,16,332,0
99219301.0,21,91,39,0
100049102.0,21,91,39,0
99921910.0,21,92,208,0
100075246.0,21,1,327,0
42952256.0,21,18,11,0
99129113.0,21,18,11,0
99266559.0,21,93,280,0
99264099.0,21,94,240,0
113583624.0,21,16,332,0
99934893.0,21,16,332,0
99283623.0,21,7,329,0
109823899.0,21,95,130,1
31470427.0,21,56,161,0
99911574.0,21,96,191,1
99492779.0,21,97,356,0
113841988.0,21,86,20,0
100036997.0,21,98,357,0
99912156.0,21,98,357,0
4733566.0,21,7,329,0
113842116.0,21,7,329,0
99310753.0,21,91,39,0
115103651.0,21,91,39,0
99153135.0,21,34,212,0
99153131.0,21,34,212,0
99847236.0,21,16,332,0
99847077.0,21,7,329,0
99677409.0,21,11,6,0
99318383.0,21,7,329,0
99937917.0,21,99,95,0
99683639.0,21,100,358,0
113972107.0,21,79,330,0
99911575.0,21,101,258,1
99915751.0,21,1,327,0
99171412.0,21,102,197,1
99242931.0,21,18,11,0
105518162.0,21,103,359,0
99911570.0,21,104,360,1
115089551.0,21,52,66,0
99217084.0,21,18,11,0
27116228.0,21,30,21,0
107792272.0,21,105,273,0
98972642.0,21,7,329,0
99678297.0,21,46,341,0
99911686.0,21,131,25,0
99911682.0,21,131,25,0
98960930.0,21,107,260,1
99204381.0,21,0,28,1
99970383.0,21,108,158,0
99914493.0,21,109,361,0
99634799.0,21,110,362,0
108281346.0,21,30,21,0
99265020.0,21,111,363,0
99912229.0,21,16,332,0
14105577.0,21,7,329,0
99153104.0,21,18,11,0
101308432.0,21,112,364,0
98978966.0,21,113,82,0
98991204.0,21,113,82,0
98960917.0,21,82,353,0
99923224.0,21,114,248,0
99911576.0,21,115,166,1
100036946.0,21,116,365,1
99942296.0,21,1,327,0
99153129.0,21,86,20,0
98902519.0,21,86,20,0
100064492.0,21,16,332,0
113684263.0,21,118,366,0
113958967.0,21,18,11,0
100045534.0,21,87,18,1
106894458.0,21,120,302,1
99193465.0,21,121,367,1
99191146.0,21,0,28,1
99208701.0,21,71,111,1
99191482.0,21,12,92,0
174370.0,21,18,11,0
30435729.0,21,18,11,0
99191414.0,21,122,368,1
100074629.0,21,52,66,0
100078572.0,21,16,332,0
99285079.0,21,11,6,0
99812335.0,21,12,92,0
100135570.0,21,12,92,0
99676902.0,21,11,6,0
110741635.0,21,124,322,0
99677418.0,21,11,6,0
100043936.0,21,18,11,0
99970754.0,21,125,369,0
113856602.0,21,18,11,0
100084308.0,21,126,71,0
99261661.0,21,16,332,0
100070912.0,21,113,82,0
99925247.0,21,113,82,0
102273556.0,21,7,329,0
99285172.0,21,11,6,0
99644762.0,21,16,332,0
99938686.0,21,127,370,0
99137094.0,21,82,353,0
113612776.0,21,128,371,0
99910394.0,21,129,103,1
99676405.0,21,30,21,0
102749059.0,21,130,300,0
99153113.0,21,131,25,0
113822218.0,21,131,25,0
99970360.0,21,52,66,0
99154443.0,21,34,212,0
99631433.0,21,34,212,0
115122307.0,21,132,253,0
105925907.0,21,26,23,0
99153091.0,21,131,25,0
99153109.0,21,131,25,0
99840086.0,21,30,21,0
99678614.0,21,133,261,0
112773745.0,21,18,11,0
98960959.0,21,134,219,1
115084835.0,21,7,329,0
99190617.0,21,135,310,0
106731159.0,21,30,21,0
98960964.0,21,136,291,1
99462235.0,21,7,329,0
99635499.0,21,7,329,0
113598349.0,21,7,329,0
99923764.0,21,87,18,1
100084740.0,21,7,329,0
99676296.0,21,11,6,0
99844939.0,21,30,21,0
100002363.0,21,30,21,0
98975539.0,21,137,372,0
99285107.0,21,26,23,0
115137030.0,21,138,373,0
99246909.0,21,0,28,0
99153094.0,21,131,25,0
99476437.0,21,86,20,0
113945530.0,21,139,234,0
99914374.0,21,52,66,0
100079127.0,21,140,56,0
99301520.0,21,16,332,0
99677328.0,21,11,6,0
115059307.0,21,141,374,0
108325518.0,21,16,332,0
115137877.0,21,142,214,0
113954961.0,21,18,11,0
99254703.0,21,87,18,1
115090724.0,21,143,375,0
100084963.0,21,7,329,0
100075683.0,21,1,327,0
99318237.0,21,144,317,0
103322326.0,21,144,317,0
99272213.0,21,145,262,0
106197309.0,21,26,23,0
99138337.0,21,41,137,0
99676847.0,21,11,6,0
99848344.0,21,16,332,0
5624947.0,21,18,11,0
99677081.0,21,11,6,0
115072067.0,21,146,376,1
99636485.0,21,87,18,1
99915462.0,21,30,21,0
103968013.0,21,26,23,0
99247464.0,21,17,55,0
99935100.0,21,17,55,0
99831401.0,21,147,377,0
99645021.0,21,30,21,0
99260009.0,21,148,378,0
99911524.0,21,149,224,1
100064823.0,21,150,379,0
115123115.0,21,18,11,0
100042321.0,21,151,308,0
99989741.0,21,52,66,0
98902558.0,21,34,212,0
99689286.0,21,152,380,0
16223567.0,21,7,329,0
99911721.0,21,34,212,0
99152943.0,21,153,381,0
99220637.0,21,26,23,0
111435207.0,21,26,23,0
99186849.0,21,154,281,1
102638634.0,21,26,23,0
99524339.0,21,155,270,0
100036936.0,21,153,381,1
99845173.0,21,46,341,0
106359991.0,21,156,288,0
99314755.0,21,91,39,0
99519514.0,21,0,28,0
100147104.0,21,0,28,0
100038758.0,21,16,332,0
98960956.0,21,52,66,0
106360044.0,21,52,66,0
99633307.0,21,157,312,1
99857438.0,21,7,329,0
99154456.0,21,98,357,0
99816991.0,21,158,382,0
100135569.0,21,7,329,0
99257359.0,21,18,11,0
100037112.0,21,131,25,0
100008111.0,21,16,332,0
99261505.0,21,159,314,0
86327451.0,21,79,330,0
99183761.0,21,113,82,0
99925245.0,21,113,82,0
98960992.0,21,7,329,0
99191138.0,21,0,28,1
107553401.0,21,160,383,0
99191626.0,21,161,220,1
99947201.0,21,82,353,0
113843396.0,21,7,329,0
98961015.0,21,162,119,1
99914372.0,21,52,66,0
98999400.0,21,0,28,0
99254576.0,21,87,18,1
99636365.0,21,87,18,1
99182182.0,21,113,82,0
99256047.0,21,87,18,1
99212412.0,21,129,103,1
114010799.0,21,26,23,0
99523939.0,21,163,132,0
115063761.0,21,11,6,1
99217077.0,21,16,332,0
105236382.0,21,7,329,0
115226174.0,21,164,384,0
99285218.0,21,165,141,0
99192710.0,21,166,385,1
99175888.0,21,167,324,1
99676825.0,21,11,6,0
74585613.0,21,79,330,0
99840199.0,21,30,21,0
99911523.0,21,168,316,1
99191457.0,21,12,92,0
99910403.0,21,169,287,1
99912157.0,21,86,20,0
98991209.0,21,113,82,0
108613117.0,21,89,156,0
115089568.0,21,170,100,0
100038953.0,21,82,353,0
100038948.0,21,82,353,0
105584206.0,21,171,85,1
99841025.0,21,18,11,0
100012549.0,21,0,28,0
99844313.0,21,18,11,0
99910397.0,21,172,386,1
99637885.0,21,173,205,0
109358599.0,21,174,183,0
99680009.0,21,7,329,0
99963369.0,21,16,332,0
37344313.0,21,175,387,0
99285599.0,21,7,329,0
115140170.0,21,176,388,0
99258743.0,21,87,18,1
100073435.0,21,177,151,0
113583618.0,21,79,330,0
99529115.0,21,131,25,0
99637078.0,21,178,318,0
113613281.0,21,26,23,0
99192682.0,21,179,389,1
99850600.0,21,180,229,0
99250988.0,21,109,361,0
115145028.0,21,181,40,0
99254354.0,21,26,23,0
99285236.0,21,182,390,0
99676840.0,21,11,6,0
113598843.0,21,7,329,0
99935915.0,21,13,331,1
99184611.0,21,70,74,0
99926188.0,21,70,74,0
99220489.0,21,183,283,0
100012554.0,21,184,187,0
99631437.0,21,34,212,0
99675942.0,21,11,6,0
99912057.0,21,98,357,0
99183772.0,21,113,82,0
99636198.0,21,87,18,1
113560401.0,21,114,248,0
5428715.0,21,18,11,0
102614861.0,21,185,286,0
99989742.0,21,113,82,0
100090486.0,21,186,320,0
99475905.0,21,7,329,0
99342303.0,21,187,176,0
99192029.0,21,0,28,1
99171415.0,21,188,391,1
100496160.0,21,16,332,0
105384389.0,21,26,23,0
100036941.0,21,189,223,1
106507316.0,21,190,392,0
105157291.0,21,191,309,0
98975075.0,21,26,23,0
98960958.0,21,52,66,0
99252090.0,21,192,393,0
99262636.0,21,7,329,0
113679834.0,21,193,394,0
100047205.0,21,194,395,0
100074627.0,21,52,66,0
99258920.0,21,87,18,1
115227413.0,21,18,11,0
20913405.0,21,56,161,0
99963957.0,21,195,396,0
100777723.0,21,196,397,0
99153117.0,21,141,374,0
109181126.0,21,197,398,0
99844941.0,21,46,341,0
99258538.0,21,87,18,1
99633327.0,21,198,134,1
99129097.0,21,16,332,0
100075809.0,21,1,327,0
99284955.0,21,199,399,0
99247740.0,21,200,293,0
99270534.0,21,201,304,0
99184601.0,21,113,82,0
100078900.0,21,11,6,0
99226765.0,21,52,66,0
100048348.0,21,202,400,0
99675806.0,21,11,6,0
115223916.0,21,7,329,0
114010662.0,21,26,23,0
99677497.0,21,11,6,0
105411377.0,21,7,329,0
99216372.0,21,203,233,1
113820541.0,21,86,20,0
99245958.0,21,204,165,0
102884764.0,21,205,254,0
100042135.0,21,206,257,0
103323962.0,21,26,23,0
100138751.0,21,86,20,0
99962004.0,21,205,254,0
104404689.0,21,26,23,0
99272319.0,21,207,401,0
99921631.0,21,208,206,0
99841117.0,21,89,156,0
113609272.0,21,209,303,0
99675596.0,21,11,6,0
99206829.0,21,210,402,1
100079144.0,21,140,56,0
99318238.0,21,144,317,0
99914208.0,21,52,66,0
99153136.0,21,34,212,0
99968546.0,21,211,326,0
115130703.0,21,212,231,0
99259620.0,21,96,191,0
99191418.0,21,213,403,1
99258746.0,21,87,18,1
99914479.0,21,214,274,0
99841131.0,21,0,28,0
99644730.0,21,16,332,0
100440422.0,21,18,11,0
99190653.0,21,215,184,1
98961098.0,21,216,204,0
113977809.0,21,18,11,0
99262368.0,21,7,329,0
100012559.0,21,217,404,0
113690025.0,21,7,329,0
99282990.0,21,7,329,0
98960924.0,21,218,405,1
98975118.0,21,219,272,0
99182148.0,21,220,127,1
99635784.0,21,221,406,0
115146148.0,21,222,298,0
99914114.0,21,223,407,1
115140164.0,21,224,296,0
99183764.0,21,113,82,0
99910225.0,21,0,28,0
113609169.0,21,225,408,0
99484441.0,21,226,409,0
113607308.0,21,56,161,0
101309886.0,21,18,11,0
98978293.0,21,7,329,0
99179427.0,21,227,410,1
99288235.0,21,228,323,0
99923765.0,21,23,334,1
99191129.0,21,229,411,1
99948499.0,21,86,20,0
99316500.0,21,230,299,0
99480671.0,21,73,121,0
113607061.0,21,231,126,0
98960969.0,21,232,202,1
99845489.0,21,46,341,0
99190586.0,21,233,62,1
99154457.0,21,98,357,0
98960937.0,21,234,282,1
99942103.0,21,235,159,0
107751520.0,21,79,330,0
99260468.0,21,236,412,0
100417060.0,21,7,329,0
99264239.0,21,16,332,0
99844781.0,21,46,341,0
98979513.0,21,237,79,0
99914126.0,21,52,66,0
102616126.0,21,32,180,0
107498498.0,21,79,330,0
99271146.0,21,11,6,0
113828048.0,21,36,321,0
99265031.0,21,5,136,0
99260047.0,21,7,329,0
99265027.0,21,6,413,0
99204386.0,21,0,28,1
99917044.0,21,1,327,0
113612051.0,21,8,414,0
99212414.0,21,129,103,1
98902560.0,21,34,212,0
98961181.0,21,7,329,0
100046630.0,21,9,15,0
99989568.0,21,106,415,0
102584101.0,21,84,416,1
113578402.0,21,16,332,0
99288231.0,21,11,6,0
98979557.0,21,117,147,0
99472943.0,21,7,329,0
98991400.0,21,119,84,0
99221274.0,21,55,276,0
100075513.0,21,1,327,0
106921497.0,21,24,417,0
99510681.0,21,123,418,0
99208676.0,21,28,264,1
113848723.0,21,7,329,0
99677166.0,21,11,6,0
113555830.0,21,26,23,0
102551288.0,21,12,92,0
99676906.0,21,11,6,0
99236727.0,21,16,332,0
101306000.0,21,7,329,0
100066844.0,21,12,92,0
2984918.0,22,0,419,0
321536614.0,22,0,419,0
372878326.0,22,0,419,0
321465316.0,22,0,419,0
372813188.0,22,1,21,0
308058021.0,22,1,21,0
373077919.0,22,2,420,0
298313927.0,22,3,25,0
306355820.0,22,3,25,0
372745794.0,22,4,23,1
372739354.0,22,5,421,0
372979935.0,22,0,419,0
311016758.0,22,0,419,0
372956178.0,22,0,419,0
368738791.0,22,0,419,0
310795298.0,22,6,422,0
372721608.0,22,6,422,0
372823274.0,22,7,423,0
310648102.0,22,7,423,0
372681524.0,22,8,424,0
368735876.0,22,2,420,0
372681953.0,22,2,420,0
372536156.0,22,9,156,0
274447715.0,22,9,156,0
372878747.0,22,0,419,0
372670728.0,22,10,330,0
292265509.0,22,10,330,0
306645612.0,22,11,425,0
311016788.0,22,11,425,0
373154032.0,22,0,419,0
322565697.0,22,0,419,0
321959468.0,22,0,419,0
310558572.0,22,12,426,0
314869460.0,22,12,426,0
336807569.0,22,13,427,0
311016720.0,22,0,419,0
298313901.0,22,3,25,0
372687519.0,22,3,25,0
373111780.0,22,14,428,0
372739457.0,22,15,429,0
322984089.0,22,15,429,0
306161367.0,22,3,25,0
306161988.0,22,3,25,0
314375370.0,22,0,419,0
373112221.0,22,16,430,0
320681014.0,22,4,23,0
372726603.0,22,17,431,1
308007318.0,22,18,161,0
372979674.0,22,0,419,0
317009326.0,22,19,432,0
321000459.0,22,19,432,0
368737251.0,22,2,420,0
372723787.0,22,2,420,0
372681226.0,22,21,433,0
320009128.0,22,22,434,0
297829976.0,22,0,419,0
372810444.0,22,2,420,0
306660533.0,22,23,435,0
372696478.0,22,0,419,0
142808862.0,22,1,21,0
217933774.0,22,0,419,0
368744263.0,22,25,92,0
349354185.0,22,25,92,0
94796531.0,22,1,21,0
309008176.0,22,1,21,0
317006279.0,22,26,436,0
373150549.0,22,0,419,0
311749569.0,22,2,420,0
313647366.0,22,2,420,1
372865089.0,22,27,437,0
372739469.0,22,0,419,0
368746112.0,22,28,438,0
372872041.0,22,5,421,0
372822838.0,22,29,439,0
372866573.0,22,2,420,0
372979942.0,22,2,420,0
372868473.0,22,30,440,0
373152834.0,22,30,440,0
372749938.0,22,10,330,0
311016734.0,22,31,441,0
372722334.0,22,31,441,0
312451594.0,22,32,442,1
314220369.0,22,33,443,0
373081058.0,22,1,21,0
372526080.0,22,34,444,0
311825135.0,22,34,444,0
300348815.0,22,35,445,0
372739859.0,22,0,419,0
372726401.0,22,36,38,1
310247981.0,22,2,420,0
372871269.0,22,2,420,0
320787625.0,22,37,82,0
372985876.0,22,37,82,0
117199750.0,22,0,419,0
321254247.0,22,38,446,0
316837467.0,22,39,447,1
372734999.0,22,18,161,0
372818519.0,22,18,161,0
372692387.0,22,40,332,0
372722631.0,22,2,420,0
372878755.0,22,2,420,0
336913462.0,22,41,448,0
372550131.0,22,23,435,0
373081144.0,22,10,330,0
307460497.0,22,0,419,0
287364073.0,22,10,330,0
312359280.0,22,42,449,0
314295525.0,22,5,421,0
372532531.0,22,43,450,0
372525477.0,22,23,435,0
331598051.0,22,10,330,0
308007729.0,22,10,330,0
312470690.0,22,42,449,0
318669119.0,22,42,449,0
372980264.0,22,0,419,0
368804707.0,22,44,299,0
372739340.0,22,10,330,0
372878431.0,22,0,419,0
314727628.0,22,0,419,0
372728492.0,22,2,420,0
372871308.0,22,45,451,0
372825818.0,22,46,452,0
353216464.0,22,47,453,0
372732461.0,22,48,126,0
372961870.0,22,49,166,1
128204175.0,22,50,454,0
318847232.0,22,51,455,0
312468560.0,22,51,455,0
310396998.0,22,52,456,1
372878649.0,22,0,419,0
372878280.0,22,5,421,0
306822977.0,22,5,421,0
309288996.0,22,53,457,0
372739745.0,22,54,458,0
372823095.0,22,54,458,0
298371010.0,22,55,459,0
372681876.0,22,23,435,0
296296183.0,22,56,460,0
372722640.0,22,54,458,0
322565719.0,22,54,458,0
368776722.0,22,2,420,0
307765134.0,22,4,23,0
312450800.0,22,37,82,0
372695235.0,22,37,82,0
47914054.0,22,1,21,0
313405410.0,22,57,176,0
314756812.0,22,58,461,0
321107983.0,22,58,461,0
372962252.0,22,59,462,0
372872756.0,22,2,420,0
372681942.0,22,21,433,0
312358520.0,22,54,458,0
311016789.0,22,0,419,0
314936861.0,22,60,463,0
372878761.0,22,60,463,0
317009286.0,22,0,419,0
307363105.0,22,61,464,0
372722636.0,22,61,464,0
372957760.0,22,62,465,0
318847871.0,22,62,465,0
162526027.0,22,2,420,0
372672024.0,22,2,420,0
312449513.0,22,63,466,0
306162488.0,22,63,466,0
317125424.0,22,64,467,0
368736398.0,22,2,420,0
372670689.0,22,2,420,0
316804723.0,22,65,468,0
314907443.0,22,66,469,0
306483314.0,22,66,469,0
361914950.0,22,67,470,0
372730932.0,22,68,18,1
372871483.0,22,68,18,1
372812519.0,22,69,471,1
372731567.0,22,18,161,0
372979661.0,22,70,472,0
372750895.0,22,42,449,0
317008182.0,22,71,473,0
314795296.0,22,71,473,0
372823116.0,22,35,445,0
372960181.0,22,72,474,1
372727694.0,22,1,21,0
372873106.0,22,18,161,0
373109707.0,22,59,462,0
372681202.0,22,7,423,0
372724761.0,22,7,423,0
321774720.0,22,53,457,0
372722866.0,22,53,457,0
372696436.0,22,0,419,0
372731529.0,22,73,475,0
312337764.0,22,0,419,0
372681542.0,22,0,419,0
372724764.0,22,7,423,0
317001026.0,22,7,423,0
372733639.0,22,10,330,0
372872503.0,22,1,21,0
372812622.0,22,31,441,0
311254062.0,22,4,23,0
372722864.0,22,5,421,0
311494871.0,22,0,419,0
312446683.0,22,2,420,0
372733920.0,22,74,214,0
235282542.0,22,75,417,0
372980931.0,22,76,476,0
372730729.0,22,77,477,0
372967145.0,22,77,477,0
315767691.0,22,78,478,0
306797356.0,22,79,479,0
372878736.0,22,79,479,0
321816188.0,22,10,330,0
260010345.0,22,40,332,0
373076694.0,22,77,477,0
373154246.0,22,80,480,0
372961143.0,22,81,481,1
310840121.0,22,82,482,0
372878306.0,22,0,419,0
300178611.0,22,2,420,0
317009252.0,22,33,443,0
311356044.0,22,2,420,0
373075890.0,22,2,420,1
372980796.0,22,5,421,0
306822562.0,22,5,421,0
310559223.0,22,0,419,0
368751788.0,22,0,419,0
373075916.0,22,0,419,0
245561424.0,22,0,419,0
306363663.0,22,40,332,0
372695673.0,22,40,332,0
372964969.0,22,83,483,0
287364033.0,22,42,449,0
165218235.0,22,42,449,0
372681574.0,22,35,445,0
313181078.0,22,0,419,0
373081121.0,22,1,21,0
372532523.0,22,84,353,0
117187425.0,22,84,353,0
372812284.0,22,85,484,1
372722338.0,22,59,462,0
372670818.0,22,86,485,1
372828535.0,22,87,486,0
372878303.0,22,87,486,0
372681579.0,22,0,419,0
323475871.0,22,88,487,0
298313686.0,22,3,25,0
312471305.0,22,3,25,0
372535139.0,22,10,330,0
167092164.0,22,10,330,0
368749920.0,22,10,330,0
312358527.0,22,0,419,0
172940478.0,22,5,421,0
198518541.0,22,54,458,0
368749243.0,22,89,488,0
372673125.0,22,89,488,0
372957756.0,22,0,419,0
285935806.0,22,4,23,0
372812566.0,22,21,433,0
315187202.0,22,21,433,0
372739465.0,22,60,463,0
310235415.0,22,0,419,0
315579980.0,22,90,489,0
310466065.0,22,90,489,0
372750956.0,22,0,419,0
311163817.0,22,91,490,0
309011189.0,22,91,490,0
368737973.0,22,40,332,0
372681915.0,22,40,332,0
123347114.0,22,84,353,0
317009270.0,22,92,491,0
321139473.0,22,92,491,0
372525832.0,22,93,492,0
372826583.0,22,93,492,0
372696381.0,22,0,419,0
315252581.0,22,0,419,0
372673350.0,22,18,161,0
372751565.0,22,94,493,0
368758944.0,22,37,82,0
372725895.0,22,37,82,0
372872899.0,22,2,420,0
317006302.0,22,40,332,0
373083316.0,22,95,358,0
372532442.0,22,96,494,0
372823082.0,22,0,419,0
315187205.0,22,97,495,0
322561827.0,22,97,495,0
310986847.0,22,1,21,0
308243860.0,22,1,21,0
301042707.0,22,0,419,0
320010235.0,22,21,433,0
320008709.0,22,21,433,0
310444813.0,22,2,420,0
368766164.0,22,2,420,0
321065472.0,22,0,419,0
372739418.0,22,98,496,0
372734990.0,22,42,449,0
372878318.0,22,0,419,0
372810024.0,22,2,420,0
106651741.0,22,23,435,0
313613074.0,22,4,23,0
254521396.0,22,10,330,0
116741452.0,22,0,419,0
321015642.0,22,0,419,0
300815624.0,22,99,497,0
310646799.0,22,99,497,0
372670711.0,22,60,463,0
313002715.0,22,100,498,0
372827971.0,22,37,82,0
372865149.0,22,37,82,0
372730041.0,22,10,330,0
315921634.0,22,101,499,0
317009339.0,22,79,479,0
311016726.0,22,62,465,0
372872723.0,22,102,206,0
372750548.0,22,0,419,0
372812567.0,22,0,419,0
372739411.0,22,103,394,0
259156177.0,22,5,421,0
321774726.0,22,35,445,0
372722081.0,22,23,435,0
372532654.0,22,84,353,0
312468572.0,22,84,353,0
32184286.0,22,18,161,0
372696454.0,22,0,419,0
194125075.0,22,104,323,0
372726671.0,22,105,500,1
313646496.0,22,106,501,1
372812660.0,22,107,502,0
372681573.0,22,108,503,0
372722326.0,22,108,503,0
20784545.0,22,40,332,0
307925736.0,22,40,332,0
260010357.0,22,40,332,0
372864995.0,22,2,420,0
372980328.0,22,14,428,0
373153098.0,22,14,428,0
116981941.0,22,109,74,0
310505002.0,22,0,419,0
312002700.0,22,0,419,0
298375805.0,22,0,419,0
372749928.0,22,40,332,0
204451883.0,22,110,504,0
368735709.0,22,2,420,0
372812551.0,22,39,447,1
372878642.0,22,0,419,0
315579721.0,22,0,419,0
372827398.0,22,0,419,0
326387115.0,22,0,419,0
120662258.0,22,0,419,0
312233617.0,22,111,505,0
368746953.0,22,112,506,1
372960195.0,22,113,507,1
372750179.0,22,54,458,0
372980290.0,22,54,458,0
268339596.0,22,114,270,0
316118405.0,22,115,508,0
372527598.0,22,18,161,0
27044004.0,22,10,330,0
372813705.0,22,37,82,0
372681259.0,22,21,433,0
311163870.0,22,21,433,0
10708700.0,22,5,421,0
318120555.0,22,0,419,0
260010347.0,22,10,330,0
31074343.0,22,10,330,0
372812221.0,22,2,420,1
372884348.0,22,116,509,0
368808748.0,22,2,420,0
331493654.0,22,10,330,0
373109555.0,22,117,510,1
373154099.0,22,37,82,0
372692369.0,22,10,330,0
45671326.0,22,118,121,0
372872590.0,22,118,121,0
372680789.0,22,119,511,0
372882093.0,22,37,82,0
311293725.0,22,37,82,0
307460033.0,22,79,479,0
372670820.0,22,120,512,1
311301494.0,22,37,82,0
213536256.0,22,10,330,0
273257668.0,22,0,419,0
372752033.0,22,5,421,0
372970443.0,22,121,212,0
373075807.0,22,121,212,0
306399804.0,22,42,449,0
315580161.0,22,0,419,0
372687525.0,22,122,513,0
314399283.0,22,122,513,0
317006253.0,22,123,514,0
373160341.0,22,123,514,0
312468619.0,22,124,515,0
310827138.0,22,0,419,0
314142507.0,22,10,330,0
373076774.0,22,18,161,0
310647951.0,22,125,516,0
310442045.0,22,125,516,0
372723773.0,22,2,420,0
372687027.0,22,126,517,0
298563342.0,22,0,419,0
372722650.0,22,0,419,0
372980232.0,22,0,419,0
372979934.0,22,66,469,0
372696397.0,22,0,419,0
372873830.0,22,42,449,0
51901043.0,22,42,449,0
372725943.0,22,37,82,0
312451969.0,22,42,449,0
373109663.0,22,127,518,0
372728433.0,22,128,148,0
372812358.0,22,128,148,1
309624421.0,22,10,330,0
373075902.0,22,10,330,0
123347039.0,22,23,435,0
372749951.0,22,23,435,0
372680802.0,22,129,519,0
321456925.0,22,0,419,0
314756828.0,22,45,451,0
372541774.0,22,45,451,0
373154244.0,22,130,375,0
372696706.0,22,131,381,0
326264466.0,22,132,520,0
372822940.0,22,133,521,0
321139224.0,22,133,521,0
317006289.0,22,134,522,0
316365890.0,22,134,522,0
372957119.0,22,2,420,0
372739484.0,22,0,419,0
372527477.0,22,18,161,0
368777838.0,22,0,419,0
372722658.0,22,0,419,0
312451159.0,22,121,212,0
372872525.0,22,121,212,0
368746290.0,22,18,161,0
368746223.0,22,18,161,0
373112207.0,22,135,523,0
312468587.0,22,136,524,0
312468582.0,22,136,524,0
372721617.0,22,23,435,0
310552205.0,22,23,435,0
318847878.0,22,0,419,0
296833501.0,22,137,40,0
372695241.0,22,10,330,0
130897299.0,22,4,23,0
372672061.0,22,2,420,0
372739817.0,22,7,423,0
372961150.0,22,138,111,1
372971674.0,22,121,212,0
373108571.0,22,139,525,0
316099401.0,22,140,526,0
310991376.0,22,33,443,0
372809666.0,22,134,522,0
310840128.0,22,0,419,0
372726107.0,22,141,527,1
372878249.0,22,142,528,0
321536098.0,22,143,529,0
372733927.0,22,0,419,0
321774716.0,22,144,530,0
