pcid,timestep,community,growth_rate,density_change,degree_change,fraud_growth,clustering_change,feature_drift,variance_drift,lifetime,persistence,average_match_score,node_churn,structural_stability,is_fraud_community
264,21,28,0.0,0.0,0.0,0.0,0.0,0.5740245478621545,0.0,3,0.6,0.9982333333333333,2.0,1.0,1
264,22,363,0.0,0.0,0.0,0.0,0.0,0.34636007001791475,0.0,3,0.6,0.9982333333333333,2.0,1.0,1
267,21,25,0.0,0.0,0.0,0.0,0.0,4.245884498401815,0.0,2,0.4,0.9531499999999999,2.0,1.0,0
270,21,155,0.0,0.0,0.0,0.0,0.0,12.680426575051118,0.0,3,0.6,0.8976999999999999,2.0,1.0,0
270,22,114,0.0,0.0,0.0,0.0,0.0,14.306424459484365,0.0,3,0.6,0.8976999999999999,2.0,1.0,0
272,21,219,0.0,0.0,0.0,0.0,0.0,4.053575884151287,0.0,3,0.6,0.9441333333333333,2.0,1.0,0
272,22,458,0.0,0.0,0.0,0.0,0.0,3.5098573171537,0.0,3,0.6,0.9441333333333333,2.0,1.0,0
273,21,105,0.0,0.0,0.0,0.0,0.0,2.7187449034156472,0.0,3,0.6,0.9592666666666667,2.0,1.0,0
273,22,428,0.0,0.0,0.0,0.0,0.0,4.941690904372016,0.0,3,0.6,0.9592666666666667,2.0,1.0,0
274,21,214,0.0,0.0,0.0,0.0,0.0,3.8804409508530013,0.0,2,0.4,0.96285,2.0,1.0,0
275,21,49,0.0,0.0,0.0,0.0,0.0,2.427456791008124,0.0,2,0.4,0.97445,2.0,1.0,1
276,21,55,0.0,0.0,0.0,0.0,0.0,4.432847140584452,0.0,3,0.6,0.9694666666666666,2.0,1.0,0
276,22,215,0.0,0.0,0.0,0.0,0.0,1.1293393001735936,0.0,3,0.6,0.9694666666666666,2.0,1.0,0
277,21,3,0.0,0.0,0.0,0.0,0.0,14.579349488763528,0.0,3,0.6,0.8802666666666666,2.0,1.0,0
277,22,378,0.0,0.0,0.0,0.0,0.0,13.45776010191633,0.0,3,0.6,0.8802666666666666,2.0,1.0,0
278,21,63,0.0,0.0,0.0,0.0,0.0,0.6684743630067449,0.0,3,0.6,0.9974333333333334,2.0,1.0,1
278,22,196,0.0,0.0,0.0,0.0,0.0,0.2359259699211351,0.0,3,0.6,0.9974333333333334,2.0,1.0,1
280,21,93,0.0,0.0,0.0,0.0,0.0,5.871364974569363,0.0,2,0.4,0.93325,2.0,1.0,0
281,21,154,0.0,0.0,0.0,0.0,0.0,2.2435844659282482,0.0,2,0.4,0.9756,2.0,1.0,1
282,21,234,0.0,0.0,0.0,0.0,0.0,15.807477624303898,0.0,3,0.6,0.8922333333333333,2.0,1.0,1
282,22,292,0.0,0.0,0.0,0.0,0.0,0.23552460813791598,0.0,3,0.6,0.8922333333333333,2.0,1.0,1
283,21,183,0.0,0.0,0.0,0.0,0.0,2.4598203538337975,0.0,5,1.0,0.96272,2.0,1.0,0
283,22,472,0.0,0.0,0.0,0.0,0.0,2.2262878925444856,0.0,5,1.0,0.96272,2.0,1.0,0
283,23,180,0.0,0.0,0.0,0.0,0.0,1.2556569211459154,0.0,5,1.0,0.96272,2.0,1.0,0
283,24,224,0.0,0.0,0.0,0.0,0.0,1.2598057243897882,0.0,5,1.0,0.96272,2.0,1.0,0
284,21,22,0.0,0.0,0.0,0.0,0.0,1.933712957974041,0.0,2,0.4,0.9908,2.0,1.0,0
286,21,185,0.0,0.0,0.0,0.0,0.0,12.106402031653742,0.0,3,0.6,0.9603666666666667,2.0,1.0,0
286,22,305,0.0,0.0,0.0,0.0,0.0,6.6773681919826595,0.0,3,0.6,0.9603666666666667,2.0,1.0,0
287,21,169,0.0,0.0,0.0,0.0,0.0,1.020242869280792,0.0,3,0.6,0.9953333333333333,2.0,1.0,1
287,22,319,0.0,0.0,0.0,0.0,0.0,0.37100140131869963,0.0,3,0.6,0.9953333333333333,2.0,1.0,1
288,21,156,0.0,0.0,0.0,0.0,0.0,13.977284120211445,0.0,2,0.4,0.90665,2.0,1.0,0
290,21,88,0.0,0.0,0.0,0.0,0.0,0.40754481986844876,0.0,4,0.8,0.997325,2.0,1.0,1
290,22,528,0.0,0.0,0.0,0.0,0.0,0.2505880913494431,0.0,4,0.8,0.997325,2.0,1.0,1
290,23,119,0.0,0.0,0.0,0.0,0.0,0.6874243191195373,0.0,4,0.8,0.997325,2.0,1.0,1
291,21,136,0.0,0.0,0.0,0.0,0.0,0.35231044941342055,0.0,2,0.4,0.99905,2.0,1.0,1
292,21,74,0.0,0.0,0.0,0.0,0.0,12.761238429902734,0.0,3,0.6,0.967,2.0,1.0,0
292,22,296,0.0,0.0,0.0,0.0,0.0,4.015474542765618,0.0,3,0.6,0.967,2.0,1.0,0
293,21,200,0.0,0.0,0.0,0.0,0.0,15.249004169932345,0.0,3,0.6,0.858,2.0,1.0,0
293,22,185,0.0,0.0,0.0,0.0,0.0,16.1101733133839,0.0,3,0.6,0.858,2.0,1.0,0
296,21,224,0.0,0.0,0.0,0.0,0.0,3.1128248836808194,0.0,3,0.6,0.968,2.0,1.0,0
296,22,423,0.0,0.0,0.0,0.0,0.0,3.5857351179753145,0.0,3,0.6,0.968,2.0,1.0,0
298,21,222,0.0,0.0,0.0,0.0,0.0,4.453339797516766,0.0,2,0.4,0.9701,2.0,1.0,0
299,21,230,0.0,0.0,0.0,0.0,0.0,23.93747972010813,0.0,3,0.6,0.8828,2.0,1.0,0
299,22,44,0.0,0.0,0.0,0.0,0.0,6.416946296493283,0.0,3,0.6,0.8828,2.0,1.0,0
300,21,130,0.0,0.0,0.0,0.0,0.0,4.730461062615481,0.0,3,0.6,0.9699,2.0,1.0,0
300,22,287,0.0,0.0,0.0,0.0,0.0,3.822472250914414,0.0,3,0.6,0.9699,2.0,1.0,0
301,21,40,0.0,0.0,0.0,0.0,0.0,5.368534712255101,0.0,3,0.6,0.9357333333333333,2.0,1.0,1
301,22,331,0.0,0.0,0.0,0.0,0.0,3.6665109746697686,0.0,3,0.6,0.9357333333333333,2.0,1.0,1
302,21,120,0.0,0.0,0.0,0.0,0.0,5.002891347221608,0.0,2,0.4,0.9501,2.0,1.0,1
303,21,209,0.0,0.0,0.0,0.0,0.0,7.712656576025618,0.0,5,1.0,0.8930800000000001,2.0,1.0,0
303,22,490,0.0,0.0,0.0,0.0,0.0,6.108466263960098,0.0,5,1.0,0.8930800000000001,2.0,1.0,0
303,23,190,0.0,0.0,0.0,0.0,0.0,6.906883060289338,0.0,5,1.0,0.8930800000000001,2.0,1.0,0
303,24,184,0.0,0.0,0.0,0.0,0.0,6.0819872868819465,0.0,5,1.0,0.8930800000000001,2.0,1.0,0
304,21,201,0.0,0.0,0.0,0.0,0.0,2.625168976815017,0.0,4,0.8,0.95565,2.0,1.0,0
304,22,350,0.0,0.0,0.0,0.0,0.0,3.8124774671517945,0.0,4,0.8,0.95565,2.0,1.0,0
304,23,78,0.0,0.0,0.0,0.0,0.0,3.5720853628882803,0.0,4,0.8,0.95565,2.0,1.0,0
307,21,35,0.0,0.0,0.0,0.0,0.0,11.575942920174112,0.0,2,0.4,0.9642,2.0,1.0,0
308,21,151,0.0,0.0,0.0,0.0,0.0,8.354675064483313,0.0,2,0.4,0.89505,2.0,1.0,0
309,21,191,0.0,0.0,0.0,0.0,0.0,1.9602306543548278,0.0,3,0.6,0.9894666666666666,2.0,1.0,0
309,22,468,0.0,0.0,0.0,0.0,0.0,0.8273257341336456,0.0,3,0.6,0.9894666666666666,2.0,1.0,0
310,21,135,0.0,0.0,0.0,0.0,0.0,4.738705812970124,0.0,3,0.6,0.9209333333333333,2.0,1.0,0
310,22,336,0.0,0.0,0.0,0.0,0.0,16.484734917113602,0.0,3,0.6,0.9209333333333333,2.0,1.0,0
311,21,2,0.0,0.0,0.0,0.0,0.0,9.408138448937443,0.0,2,0.4,0.97515,2.0,1.0,0
312,21,157,0.0,0.0,0.0,0.0,0.0,0.5877457808292513,0.0,3,0.6,0.9967666666666667,2.0,1.0,1
312,22,425,0.0,0.0,0.0,0.0,0.0,0.5971833896921898,0.0,3,0.6,0.9967666666666667,2.0,1.0,1
314,21,159,0.0,0.0,0.0,0.0,0.0,9.684383255248251,0.0,5,1.0,0.9340599999999999,2.0,1.0,0
314,22,152,0.0,0.0,0.0,0.0,0.0,1.4987483718198107,0.0,5,1.0,0.9340599999999999,2.0,1.0,0
314,23,183,0.0,0.0,0.0,0.0,0.0,1.7294778193969151,0.0,5,1.0,0.9340599999999999,2.0,1.0,0
314,24,163,0.0,0.0,0.0,0.0,0.0,2.337755985634072,0.0,5,1.0,0.9340599999999999,2.0,1.0,0
315,21,81,0.0,0.0,0.0,0.0,0.0,1.3907444102476525,0.0,2,0.4,0.9908,2.0,1.0,1
316,21,168,0.0,0.0,0.0,0.0,0.0,0.3435333544096102,0.0,3,0.6,0.9992666666666666,2.0,1.0,1
316,22,449,0.0,0.0,0.0,0.0,0.0,0.21297886964729065,0.0,3,0.6,0.9992666666666666,2.0,1.0,1
317,21,144,0.5,-0.33333333333333337,0.33333333333333326,0.0,0.0,9.703062592162839,-0.838222797645046,4,0.8,0.8690249999999999,2.5,0.8181818181818181,0
317,22,344,0.0,0.0,0.0,0.0,0.0,17.944404708837165,4.278209131882506,4,0.8,0.8690249999999999,2.0,1.0,0
317,23,112,0.0,0.0,0.0,0.0,0.0,12.699883407601343,-0.223206443131218,4,0.8,0.8690249999999999,2.0,1.0,0
318,21,178,0.0,0.0,0.0,0.0,0.0,4.117219745252599,0.0,3,0.6,0.9463666666666667,2.0,1.0,0
318,22,463,0.0,0.0,0.0,0.0,0.0,5.964826131576957,0.0,3,0.6,0.9463666666666667,2.0,1.0,0
319,21,72,0.0,0.0,0.0,0.0,0.0,1.0340224385411552,0.0,3,0.6,0.9951,2.0,1.0,1
319,22,473,0.0,0.0,0.0,0.0,0.0,0.23679220873157844,0.0,3,0.6,0.9951,2.0,1.0,1
320,21,186,0.0,0.0,0.0,0.0,0.0,11.042347329192662,0.0,3,0.6,0.9264,2.0,1.0,0
320,22,262,0.0,0.0,0.0,0.0,0.0,11.048331024230638,0.0,3,0.6,0.9264,2.0,1.0,0
321,21,36,0.0,0.0,0.0,0.0,0.0,3.849804812445484,0.0,5,1.0,0.93794,2.0,1.0,0
321,22,244,0.0,0.0,0.0,0.0,0.0,3.1885471821287266,0.0,5,1.0,0.93794,2.0,1.0,0
321,23,45,0.0,0.0,0.0,0.0,0.0,3.7691879970216724,0.0,5,1.0,0.93794,2.0,1.0,0
321,24,245,0.0,0.0,0.0,0.0,0.0,4.727242186182034,0.0,5,1.0,0.93794,2.0,1.0,0
322,21,124,0.0,0.0,0.0,0.0,0.0,5.563700292412469,0.0,3,0.6,0.9228999999999999,2.0,1.0,0
322,22,437,0.0,0.0,0.0,0.0,0.0,3.102778107530458,0.0,3,0.6,0.9228999999999999,2.0,1.0,0
323,21,228,0.0,0.0,0.0,0.0,0.0,5.492121592768778,0.0,4,0.8,0.939975,2.0,1.0,0
323,22,104,0.0,0.0,0.0,0.0,0.0,5.039847043546253,0.0,4,0.8,0.939975,2.0,1.0,0
323,23,15,0.0,0.0,0.0,0.0,0.0,6.586586630843269,0.0,4,0.8,0.939975,2.0,1.0,0
324,21,167,0.0,0.0,0.0,0.0,0.0,5.721827334615478,0.0,2,0.4,0.9214,2.0,1.0,1
325,21,80,0.0,0.0,0.0,0.0,0.0,3.8964299514078538,0.0,3,0.6,0.9986333333333333,2.0,1.0,0
325,22,393,0.0,0.0,0.0,0.0,0.0,2.3326830085413524,0.0,3,0.6,0.9986333333333333,2.0,1.0,0
326,21,211,0.0,0.0,0.0,0.0,0.0,4.097947099857531,0.0,3,0.6,0.9464,2.0,1.0,0
326,22,516,0.0,0.0,0.0,0.0,0.0,5.099500602069379,0.0,3,0.6,0.9464,2.0,1.0,0
330,22,10,5.454545454545454,-0.857981220657277,-0.13239436619718306,0.0,-0.8889141299409359,3.227807607134796,0.6734166381733098,3,0.6,0.8232666666666666,7.454545454545454,0.6148435887447835,0
330,23,2,-0.22535211267605634,0.26048362411998766,-0.05487012987012987,0.0,0.3067484662576688,2.8697595025576224,-0.19782902157083984,3,0.6,0.8232666666666666,1.7746478873239437,0.8282482982478533,1
331,22,156,0.0,0.0,0.0,0.0,0.0,10.27799601543747,-0.9246820148311146,2,0.4,0.83115,2.0,1.0,1
332,22,40,-0.1951219512195122,0.1234687298517085,-0.13570487483530955,0.2424242424242424,-1.0,5.000742396408305,-0.527400049553475,2,0.4,0.88205,1.8048780487804879,0.7043619909502263,1
333,22,532,0.0,0.0,0.0,0.0,0.0,4.576110304490178,0.0,4,0.8,0.9091,2.0,1.0,0
333,23,185,0.0,0.0,0.0,0.0,0.0,6.228552909515448,0.0,4,0.8,0.9091,2.0,1.0,0
333,24,173,0.0,0.0,0.0,0.0,0.0,4.32284065468692,0.0,4,0.8,0.9091,2.0,1.0,0
337,22,278,0.0,0.0,0.0,0.0,0.0,0.2368590929124939,0.0,2,0.4,0.9995499999999999,2.0,1.0,1
339,22,347,0.0,0.0,0.0,0.0,0.0,11.847798038255869,0.0,4,0.8,0.8926499999999999,2.0,1.0,0
339,23,160,0.0,0.0,0.0,0.0,0.0,11.435643961870799,0.0,4,0.8,0.8926499999999999,2.0,1.0,0
339,24,214,0.0,0.0,0.0,0.0,0.0,4.96393382873231,0.0,4,0.8,0.8926499999999999,2.0,1.0,0
342,22,379,0.0,0.0,0.0,0.0,0.0,8.56029530674547,0.0,2,0.4,0.9621999999999999,2.0,1.0,0
349,22,161,0.0,0.0,0.0,0.0,0.0,3.49316036670025,0.0,2,0.4,0.9824999999999999,2.0,1.0,0
353,22,84,-0.25,0.33333333333333326,-0.11111111111111108,0.0,0.0,15.042836655419604,1.2756575523976603,2,0.4,0.8443499999999999,1.75,0.8709677419354839,0
356,22,155,0.0,0.0,0.0,0.0,0.0,9.945654580045193,0.0,4,0.8,0.8804000000000001,2.0,1.0,0
356,23,19,0.0,0.0,0.0,0.0,0.0,12.24237928443064,0.0,4,0.8,0.8804000000000001,2.0,1.0,0
356,24,42,0.0,0.0,0.0,0.0,0.0,12.743478266184292,0.0,4,0.8,0.8804000000000001,2.0,1.0,0
357,22,180,-0.2,0.24999999999999994,-0.06250000000000006,0.0,0.0,6.960283620312601,2.0037919893941853,2,0.4,0.8339,1.8,0.9056603773584905,0
358,22,95,0.0,0.0,0.0,0.0,0.0,10.067036183390604,0.0,2,0.4,0.96875,2.0,1.0,0
361,22,255,0.0,0.0,0.0,0.0,0.0,11.249516665171063,-0.46306000297384053,4,0.8,0.834275,2.0,1.0,0
361,23,143,0.0,0.0,0.0,0.0,0.0,9.55214252189654,0.5364605827252018,4,0.8,0.834275,2.0,1.0,0
361,24,94,0.0,0.0,0.0,0.0,0.0,9.196030204684288,-0.36737759224917466,4,0.8,0.834275,2.0,1.0,0
366,22,317,0.0,0.0,0.0,0.0,0.0,5.074029340120062,0.0,2,0.4,0.9307000000000001,2.0,1.0,0
369,22,247,0.0,0.0,0.0,0.0,0.0,6.021263222664358,0.0,2,0.4,0.95585,2.0,1.0,0
370,22,321,0.0,0.0,0.0,0.0,0.0,0.6123736065269756,0.0,2,0.4,0.9973000000000001,2.0,1.0,0
374,22,238,0.0,0.0,0.0,0.0,0.0,9.841636647351873,-0.6942425822608622,2,0.4,0.833,2.0,1.0,0
375,22,130,0.0,0.0,0.0,0.0,0.0,7.235526434673654,0.0,2,0.4,0.9855,2.0,1.0,0
376,22,280,0.0,0.0,0.0,0.0,0.0,0.5787508884114012,0.0,3,0.6,0.9977,2.0,1.0,1
376,23,145,0.0,0.0,0.0,0.0,0.0,0.30500607168965294,0.0,3,0.6,0.9977,2.0,1.0,1
378,22,502,0.0,0.0,0.0,0.0,0.0,23.862458150760745,0.0,2,0.4,0.9473,2.0,1.0,0
379,22,149,0.0,0.0,0.0,0.0,0.0,7.377195079347122,0.0,2,0.4,0.90215,2.0,1.0,0
380,22,494,0.0,0.0,0.0,0.0,0.0,3.956352470943378,0.0,3,0.6,0.9901,2.0,1.0,0
380,23,52,0.0,0.0,0.0,0.0,0.0,0.6667995378592132,0.0,3,0.6,0.9901,2.0,1.0,0
381,22,131,0.0,0.0,0.0,0.0,0.0,8.25229010331779,0.9440276901812346,4,0.8,0.851575,2.0,1.0,1
381,23,189,0.0,0.0,0.0,-1.0,0.0,6.546160400930306,-0.07915528922371559,4,0.8,0.851575,2.0,1.0,0
381,24,19,0.0,0.0,0.0,0.0,0.0,6.713802036888786,-0.04954138130693714,4,0.8,0.851575,2.0,1.0,0
382,22,534,0.0,0.0,0.0,0.0,0.0,10.509473399603035,0.0,3,0.6,0.8661666666666665,2.0,1.0,0
382,23,154,0.0,0.0,0.0,0.0,0.0,6.119446342126634,0.0,3,0.6,0.8661666666666665,2.0,1.0,0
383,22,531,0.0,0.0,0.0,0.0,0.0,5.572933234641459,0.0,4,0.8,0.9438249999999999,2.0,1.0,0
383,23,34,0.0,0.0,0.0,0.0,0.0,4.149784736488501,0.0,4,0.8,0.9438249999999999,2.0,1.0,0
383,24,109,0.0,0.0,0.0,0.0,0.0,7.282697395141427,0.0,4,0.8,0.9438249999999999,2.0,1.0,0
386,22,242,0.0,0.0,0.0,0.0,0.0,0.19868549133599395,0.0,2,0.4,0.9997,2.0,1.0,1
387,22,443,0.0,0.0,0.0,0.0,0.0,6.02450943553625,0.0,2,0.4,0.92265,2.0,1.0,0
390,22,308,0.0,0.0,0.0,0.0,0.0,7.927931701451877,0.0,2,0.4,0.9166000000000001,2.0,1.0,0
392,22,517,0.0,0.0,0.0,0.0,0.0,6.723872346564127,0.0,3,0.6,0.9182333333333333,2.0,1.0,0
392,23,73,0.0,0.0,0.0,0.0,0.0,4.654011699611661,0.0,3,0.6,0.9182333333333333,2.0,1.0,0
393,22,376,0.0,0.0,0.0,0.0,0.0,10.457531257918884,0.0,2,0.4,0.9016,2.0,1.0,0
394,22,103,0.0,0.0,0.0,0.0,0.0,2.7426028063109125,0.0,2,0.4,0.99925,2.0,1.0,0
395,22,520,0.0,0.0,0.0,0.0,0.0,7.211973130065296,0.0,2,0.4,0.9512,2.0,1.0,0
396,22,493,0.0,0.0,0.0,0.0,0.0,4.807486184957551,0.0,2,0.4,0.9585,2.0,1.0,0
397,22,380,0.0,0.0,0.0,0.0,0.0,3.602958838753335,0.0,2,0.4,0.977,2.0,1.0,0
398,22,527,0.0,0.0,0.0,0.0,0.0,5.410709813361626,0.0,2,0.4,0.94255,2.0,1.0,0
399,22,433,0.0,0.0,0.0,0.0,0.0,5.04982567983639,0.0,2,0.4,0.9209499999999999,2.0,1.0,0
401,22,203,0.0,0.0,0.0,0.0,0.0,8.084066067627612,0.0,2,0.4,0.90905,2.0,1.0,0
402,22,307,0.0,0.0,0.0,0.0,0.0,0.15490111294402684,0.0,2,0.4,0.9998,2.0,1.0,1
404,22,192,0.0,0.0,0.0,0.0,0.0,5.465361664118592,0.0,2,0.4,0.9328000000000001,2.0,1.0,0
406,22,340,0.0,0.0,0.0,0.0,0.0,2.078823926090689,0.0,2,0.4,0.9939,2.0,1.0,0
407,22,370,0.0,0.0,0.0,0.0,0.0,0.8848549283855969,0.0,2,0.4,0.99585,2.0,1.0,1
408,22,408,0.0,0.0,0.0,0.0,0.0,7.587520433069751,0.0,2,0.4,0.93285,2.0,1.0,0
409,22,359,0.0,0.0,0.0,0.0,0.0,5.18789756236277,0.0,2,0.4,0.9685,2.0,1.0,0
411,22,170,0.0,0.0,0.0,0.0,0.0,1.5284482983611936,0.0,2,0.4,0.99315,2.0,1.0,1
412,22,436,0.0,0.0,0.0,0.0,0.0,4.665900087687147,0.0,2,0.4,0.9677,2.0,1.0,0
413,22,525,0.0,0.0,0.0,0.0,0.0,5.765075041915753,0.0,2,0.4,0.95475,2.0,1.0,0
414,22,424,0.0,0.0,0.0,0.0,0.0,4.680302819081715,0.0,2,0.4,0.9491499999999999,2.0,1.0,0
415,22,354,0.0,0.0,0.0,0.0,0.0,4.791233208442444,0.0,2,0.4,0.9411499999999999,2.0,1.0,0
416,22,168,0.0,0.0,0.0,0.0,0.0,0.7051803778485906,0.0,2,0.4,0.99495,2.0,1.0,1
417,22,75,0.0,0.0,0.0,0.0,0.0,3.147793708825995,0.0,2,0.4,0.988,2.0,1.0,0
418,22,299,0.0,0.0,0.0,0.0,0.0,2.0904214211146512,0.0,2,0.4,0.9929,2.0,1.0,0
420,23,7,-0.5857142857142857,0.8536864164602782,-0.20410065237651442,-1.0,-1.0,5.601476707889593,-0.24487973515334133,2,0.4,0.78095,1.4142857142857144,0.5931447803495512,0
442,23,43,0.0,0.0,0.0,-1.0,0.0,14.658582366121047,0.0,3,0.6,0.8432,2.0,1.0,0
442,24,182,0.0,0.0,0.0,0.0,0.0,10.625383850990586,0.0,3,0.6,0.8432,2.0,1.0,0
449,23,10,-0.09090909090909091,0.10000000000000003,0.07555555555555567,0.0,0.0,4.430666994383124,0.03890902894102278,2,0.4,0.9561,1.9090909090909092,0.9447165850244925,0
454,23,181,0.0,0.0,0.0,0.0,0.0,15.342948350547118,0.0,2,0.4,0.8605499999999999,2.0,1.0,0
462,23,61,-0.2,0.24999999999999994,-0.25,0.0,0.0,17.893941894352015,-0.5235326004566102,3,0.6,0.9300333333333334,1.8,0.8571428571428571,0
462,24,198,0.0,0.0,0.0,0.0,0.0,18.30338640276029,0.011828606838009584,3,0.6,0.9300333333333334,2.0,1.0,0
477,23,56,0.0,0.0,-0.20000000000000007,0.0,0.0,8.28825514745039,-0.1735388351509369,2,0.4,0.8953,2.0,0.9375,0
490,23,113,0.0,0.0,-0.20000000000000007,0.0,0.0,20.4495273028691,0.10224902997407452,3,0.6,0.9222999999999999,2.0,0.9375,0
490,24,179,0.0,0.0,0.0,0.0,0.0,21.730142839802035,-0.6705150282484219,3,0.6,0.9222999999999999,2.0,1.0,0
491,23,50,2.111111111111111,-0.6666666666666666,-0.06632653061224504,0.0,0.0,10.522447305192653,0.18937639329922618,3,0.6,0.9380666666666667,4.111111111111111,0.8036446469248292,0
491,24,33,-0.17857142857142858,0.1739130434782609,-0.08196721311475402,0.0,0.0,6.965672016496701,-0.33911436562392894,3,0.6,0.9380666666666667,1.8214285714285714,0.9214098073555166,0
517,23,106,0.0,0.0,0.0,0.0,0.0,5.239793479879489,0.0,3,0.6,0.9019,2.0,1.0,0
517,24,7,0.0,0.0,0.0,0.0,0.0,5.940827151924851,0.0,3,0.6,0.9019,2.0,1.0,0
524,23,11,0.0,0.0,-0.20000000000000007,0.0,0.0,12.990224374322192,-0.6576278324520181,2,0.4,0.9229499999999999,2.0,0.9375,0
531,23,35,2.25,-0.6923076923076923,-0.09401709401709407,0.0,0.0,11.11697556452047,-0.3113570010158501,2,0.4,0.92315,4.25,0.7923250564334086,0
532,23,167,0.0,0.0,0.0,0.0,0.0,7.251189991346708,0.0,2,0.4,0.915,2.0,1.0,0
534,23,8,0.0,0.0,0.0,0.0,0.0,12.917743224205708,0.0,2,0.4,0.9170499999999999,2.0,1.0,0
539,23,165,0.0,0.0,-0.19999999999999996,0.0,0.0,11.812404775600445,-0.7125158998066431,3,0.6,0.9303333333333333,2.0,0.9375,0
539,24,121,-0.2,0.24999999999999994,-0.06250000000000006,0.0,0.0,7.773380201527835,0.6481372411002616,3,0.6,0.9303333333333333,1.8,0.9056603773584905,0
574,23,20,0.0,0.0,0.0,0.0,0.0,11.928465031225258,-0.6698428419346202,2,0.4,0.8505,2.0,1.0,0
582,23,62,0.0,0.0,0.0,0.0,0.0,8.233601508901208,-0.10035826972857062,2,0.4,0.9682999999999999,2.0,1.0,0
585,23,114,0.0,0.0,0.0,0.0,0.0,56.7431576692132,0.0,2,0.4,0.88315,2.0,1.0,0
588,23,86,0.0,0.0,0.0,-1.0,0.0,5.183683068729867,6.556840899857064,3,0.6,0.7952666666666667,2.0,1.0,0
588,24,160,0.0,0.0,0.0,0.0,0.0,5.640568482436798,0.06450640214035973,3,0.6,0.7952666666666667,2.0,1.0,0
592,23,66,0.2,-0.16666666666666677,-0.16666666666666663,0.0,0.0,12.803582878702658,0.4190349075250853,2,0.4,0.93475,2.2,0.8999999999999999,0
595,23,203,0.0,0.0,0.0,0.0,0.0,1.8112761561030688,0.0,3,0.6,0.9767,2.0,1.0,0
595,24,205,0.0,0.0,0.0,0.0,0.0,2.5349433500516696,0.0,3,0.6,0.9767,2.0,1.0,0
598,23,152,0.0,0.0,0.0,0.0,0.0,8.276059887589906,0.0,2,0.4,0.9094,2.0,1.0,0
601,23,122,-0.14285714285714285,0.16666666666666666,-0.02777777777777768,0.0,0.0,6.969924330143585,1.0247234739742654,3,0.6,0.8159666666666667,1.8571428571428572,0.9391304347826086,0
601,24,146,0.0,0.0,0.0,0.0,0.0,8.617164168334385,-0.17098140400580927,3,0.6,0.8159666666666667,2.0,1.0,0
602,23,32,0.0,0.0,0.0,0.0,0.0,6.046596855268684,0.0,3,0.6,0.8985,2.0,1.0,0
602,24,247,0.0,0.0,0.0,0.0,0.0,9.635953585333736,0.0,3,0.6,0.8985,2.0,1.0,0
619,23,166,0.0,0.0,0.0,0.0,0.0,13.473397489929386,0.0,3,0.6,0.8744,2.0,1.0,0
619,24,106,0.0,0.0,0.0,0.0,0.0,15.75499163392866,0.0,3,0.6,0.8744,2.0,1.0,0
625,23,72,0.0,0.0,-0.20000000000000007,0.0,0.0,10.320826356753724,1.0775050511579212,2,0.4,0.8506,2.0,0.9375,0
632,23,74,0.0,0.0,-0.20000000000000007,0.0,0.0,13.027292295621008,-0.3979289567421315,3,0.6,0.9203,2.0,0.9375,0
632,24,53,0.0,0.0,0.0,0.0,0.0,10.655259884346469,0.19886865918716304,3,0.6,0.9203,2.0,1.0,0
636,23,85,0.0,0.0,0.0,0.0,0.0,14.98108479094452,0.0,3,0.6,0.9079333333333333,2.0,1.0,0
636,24,67,0.0,0.0,0.0,0.0,0.0,11.156487863588431,0.0,3,0.6,0.9079333333333333,2.0,1.0,0
639,23,89,0.0,0.0,0.0,0.0,0.0,10.756910134637705,2.969107376901215,3,0.6,0.8132999999999999,2.0,1.0,0
639,24,80,0.0,0.0,0.0,0.0,0.0,9.852051250796665,-0.5960537168963574,3,0.6,0.8132999999999999,2.0,1.0,0
654,23,125,0.0,0.0,0.0,0.0,0.0,9.228841887439067,0.0,2,0.4,0.9452499999999999,2.0,1.0,0
656,23,116,0.0,0.0,0.0,-1.0,0.0,8.192575773623167,-0.12935193109773957,2,0.4,0.8379,2.0,1.0,0
657,23,164,0.0,0.0,0.0,0.0,0.0,7.114349323969234,0.0,3,0.6,0.8894333333333333,2.0,1.0,0
657,24,15,0.0,0.0,0.0,0.0,0.0,6.340402397874558,0.0,3,0.6,0.8894333333333333,2.0,1.0,0
662,23,147,0.0,0.0,0.0,0.0,0.0,12.302475675183603,0.0,2,0.4,0.94245,2.0,1.0,0
670,23,168,0.0,0.0,0.0,0.0,0.0,6.779628171558658,0.0,3,0.6,0.8735333333333334,2.0,1.0,0
670,24,128,0.0,0.0,0.0,0.0,0.0,8.765706351305237,0.0,3,0.6,0.8735333333333334,2.0,1.0,0
671,23,16,0.0,0.0,0.0,0.0,0.0,8.236798959704531,0.0,2,0.4,0.96875,2.0,1.0,0
685,23,123,0.0,0.0,0.0,0.0,0.0,5.963464685699994,0.0,2,0.4,0.9340999999999999,2.0,1.0,0
686,23,182,0.0,0.0,0.0,0.0,0.0,4.137579863103171,0.0,2,0.4,0.97295,2.0,1.0,1
687,23,193,0.0,0.0,0.0,0.0,0.0,5.462719536733291,0.0,3,0.6,0.8925000000000001,2.0,1.0,1
687,24,59,0.0,0.0,0.0,0.0,0.0,5.599672686037756,0.0,3,0.6,0.8925000000000001,2.0,1.0,1
